name,count
Angel Medical Systems,2
"AnGes, Inc.",5
"AnGes USA, Inc.",6
Angimmune LLC,4
Angioblast Systems,2
Angiochem Inc,8
Angiocrine Bioscience,5
"Angiodynamics, Inc.",22
Angiogenix,2
"AngioLab, Inc.",3
Angion Biomedica Corp,11
Angionetics Inc.,1
"AngioSafe, Inc.",1
"AngioScore, Inc.",2
Angioslide Ltd.,1
Angiotech Pharmaceuticals,7
Angitia Australia Pty Ltd,1
Angitia Biopharmaceuticals,1
Angle plc,3
Ångstrom Pharmaceuticals,2
"Angulus, LLC",1
AnHeart Therapeutics Inc.,7
"Anhui Palo Alto Pharmaceuticals, Inc.",2
"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.",30
"Anika Therapeutics, Inc.",17
Animas Corporation,7
"Animated Dynamics, Inc.",3
Anjali Raja Beharelle,1
Anji Pharma,3
"Ankasa Regenerative Therapeutics, Inc.",1
Anklam Extrakt,2
ANM Adaptive Neuromodulation GmbH,2
Annabella Tech Ltd,1
Anne Lindblad,1
Annette C. Toledano MD,1
Annexin Pharmaceuticals AB,1
"Annexon, Inc.",11
"AnnJi Pharmaceutical Co., Ltd.",1
Annovis Bio Inc.,4
"Anodyne Therapy, LLC",2
Anokion SA,1
AnorMED,5
Anosys,1
Another Way Products,1
"Anova Enterprises, Inc",1
ANS Pharma,3
"Ansun Biopharma, Inc.",11
"ANSwers Neuroscience, Inc.",1
Antares Pharma Inc.,11
Antaros Medical,5
Antengene Biologics Limited,1
Antengene Corporation,6
Antengene Discovery Limited,1
Antengene Therapeutics Limited,4
Anterios Inc.,5
"Anterogen Co., Ltd.",29
Antev Ltd.,2
"Anthem, Inc",2
Anthera Pharmaceuticals,26
Anthogyr,1
Anthony Magliocco,2
"Anthos Therapeutics, Inc.",4
Anthra Pharmaceuticals,2
"AnthroTronix, Inc.",3
Antia Therapeutics AG,2
Antibe Therapeutics Inc.,3
"Antigen Laboratories, Inc.",2
"Antios Therapeutics, Inc",6
"Antipodean Pharmaceuticals, Inc.",3
Antisepsia Central,2
Antisoma Research,11
Antiva Biosciences,4
Antnor,1
Antonio M. Puppo,1
Antria,4
"Anulex Technologies, Inc.",1
Anwita Biosciences,1
AnX Robotica Corp.,1
"Anza Therapeutics, Inc.",3
AOBiome LLC,11
AO GENERIUM,16
AOP Orphan Pharmaceuticals AG,14
AorticLab Srl,1
AOSpine Europe,1
AOSpine North America,5
AOTI Ltd.,2
"Apatech, Inc.",4
Apceth GmbH & Co. KG,2
ApcinteX Ltd,1
Apeiron Biologics,5
Apeiron Respiratory Therapies GmbH,1
"Apellis Pharmaceuticals, Inc.",22
Apeptico Forschung und Entwicklung GmbH,3
"Aperion Biologics, Inc.",1
Apex Bioscience,1
"Apexian Pharmaceuticals, Inc.",1
"Apexigen, Inc.",12
"ApexLens Co., Ltd.",1
Apexum Ltd.,1
Aphios,2
Apica Cardiovascular Limited,1
Apices Soluciones S.L.,34
Apieron,2
Apifix,7
"Apimeds, Inc.",3
"Apira Science, Inc.",1
Apitope International NV,1
Apitope Technology (Bristol) Ltd.,1
"Apnex Medical, Inc.",3
"ApniCure, Inc.",4
Apnimed,11
"ApoCell, Inc.",2
Apogee Biotechnology Corporation,4
Apogenix AG,1
Apogenix GmbH,2
APOGEPHA Arzneimittel GmbH,4
"Apollo Endosurgery, Inc.",12
Apollo Health Systems,1
"Apollo Medical Optics, Ltd",7
Apollomics (Australia) Pty. Ltd.,2
Apollomics Inc.,6
Apollon,1
"Apollo Neuroscience, Inc.",3
"Aponia Laboratories, Inc.",2
ApoPharma,26
Aposcience AG,1
Aposense Ltd.,4
Apos Medical and Sports Technology Ltd.,6
Apotex Inc.,9
Appili Therapeutics Inc.,3
"Applaud Medical, Inc.",2
Apple Inc.,18
Apple Medical Corporation,2
Appletree AG,1
Applied BioClinical Inc.,1
"Applied Biologics, LLC",2
"Applied Biology, Inc.",15
Applied Genetics,2
Applied Genetic Technologies Corp,11
Applied Immunesciences,1
Applied Medical Visualizations,1
Applied Molecular Evolution,2
Applied Molecular Transport,4
Applied Science & Performance Institute,7
Applied Spectral Imaging Ltd.,7
Applied Spine Technologies,1
"Applied Therapeutics, Inc.",3
AppliedVR Inc.,11
APP Vision Care Inc.,1
Aprea Therapeutics,12
APrevent Biotech GmbH,2
"Apricity Health, LLC",1
APRINOIA Therapeutics,1
"APRINOIA Therapeutics, LLC",2
"Apros Therapeutics, Inc",2
Apsara Medical Corporation,1
Apsen Farmaceutica S.A.,12
Aptarion Biotech AG,2
aptaTargets S.L.,2
Apteeus,1
Aptevo Research and Development LLC,1
Aptevo Therapeutics,7
Aptinyx,8
Aptiv Solutions,6
Aptorum International Limited,2
Aptose Biosciences Inc.,8
"APT Pharmaceuticals, Inc.",3
Aptuit Inc.,6
Apyx Medical,6
Aqua Medical Services (Pvt) Ltd,8
AquaPass Medical Ltd.,1
Aqueduct Critical Care,2
Aqueduct Medical Ltd,3
Aquestive Therapeutics,7
"AqueSys, Inc.",3
Aquilon Pharmaceuticals S.A.,3
Aquinox Pharmaceuticals (Canada) Inc.,7
"Aqumen Biopharmaceuticals, N.A.",2
Araclon Biotech S.L.,2
Aradigm Corporation,4
"Arafarma Group, S.A.",3
"Aragon Pharmaceuticals, Inc.",17
"Araim Pharmaceuticals, Inc.",2
"Aramis Biosciences, Inc.",1
Arana Therapeutics Ltd,2
Arava Bio Tech Ltd.,2
"Aravive, Inc.",8
Arbi Group Srl,4
"ArBlast Co.,Ltd.",1
Arbor Life Labs,2
"Arbor Pharmaceuticals, Inc.",15
Arbor Vita Corporation,1
Arbutus Biopharma Corporation,9
"ARCA Biopharma, Inc.",12
ARC Devices,2
"Arcellx, Inc.",1
Arcensus GmbH,1
Arch Biopartners Inc.,3
Archean Technologies,1
Archemix Corp.,6
Archer Daniels Midland Co.,2
"Archer Pharmaceuticals, Inc.",1
Archer Research,8
Archigen Biotech Limited,2
"Archimage, Inc.",1
Archimedes Development Ltd,6
"Archimedes Pharma US, Inc.",1
Archivel Farma S.L.,7
"Arch Medical Services Inc., DBA The Center for Cancer Care and Research",1
Arch Oncology,2
ARCH Therapuetics,1
"Archus Orthopedics, Inc.",1
Arcion Therapeutics Inc,1
ARC Medical Devices Inc.,1
"Arcscan, Inc.",1
ARCTEC,4
Arctic Nutrition AS,2
"Arcturus Therapeutics, Inc.",7
"Arcus Biosciences, Inc.",25
"Arcutis Biotherapeutics, Inc.",22
Ardana Bioscience Ltd,3
"Ardea Biosciences, Inc.",38
Ardelyx,24
Ardentis Cliniques Dentaires,1
Ardeypharm GmbH,3
Ardigen,4
Arecor Limited,3
Arena Pharmaceuticals,29
Arete Therapeutics,1
argenx,38
Arginox Pharmaceuticals,1
Argon Medical Devices,1
Argos Therapeutics,13
Argus Pharmaceuticals,3
Aria Aesthetics Inc.,1
"Aria CV, Inc",2
Ariad Pharmaceuticals,36
"AriBio Co., Ltd.",1
"Aridis Pharmaceuticals, Inc.",6
Ariel Precision Medicine,1
"aRigen Pharmaceuticals, Inc.",1
Arineta Ltd.,1
Arion Bio,2
Ario Pharma Ltd,2
Arisaph Pharmaceuticals Inc,3
"Aristea Therapeutics, Inc.",5
"Ariston Pharmaceuticals, Inc.",1
Aristo Pharma Iberia,1
Arixa Pharmaceuticals,1
Arizona Pharmaceuticals Inc.,1
Arjil Pharmaceuticals LLC,1
"ARJ Medical, Inc.",2
Arjo France,1
Arjohuntleigh,1
Arjuna Natural Extracts Ltd.,1
Arjuna Natural Limited,2
ARKAY Therapeutics,1
Ark Biosciences Inc.,10
Arkin,5
Arkios BioDevelopment International,2
ARKSurgical,1
Ark Therapeutics Ltd,1
Arla Foods,53
Arlene Fink Associates,1
"Armaceutica, Inc.",1
"ArmaGen, Inc",5
Armaron Bio Pty Ltd,1
"Armata Pharmaceuticals, Inc.",12
"Armgo Pharma, Inc.",2
ARMO BioSciences,8
ARNA Genomics US Inc.,2
Arno Therapeutics,8
Aroa Biosurgery Limited,1
"Arog Pharmaceuticals, Inc.",19
ARO Medical,1
Aromtech Ltd.,5
Aronex Pharmaceuticals,6
"Aronora, Inc.",4
Aros Pharma ApS,1
Arpida AG,3
Arquer Diagnostics Ltd,1
"ArQule, Inc. (a wholly owned subsidiary of Merck Sharp and Dohme, a subsidiary of Merck & Co., Inc.)",37
Arrae,1
Array BioPharma,29
"Array Biopharma, now a wholly owned subsidiary of Pfizer",25
Array Genomics,1
Arrevus Inc.,5
Arrien Pharmaceuticals,1
"Arrinex, Inc.",4
"Arriva Pharmaceuticals, Inc.",2
"ArriVent BioPharma, Inc.",1
Arrowhead Pharmaceuticals,29
Arrow International,3
Arrow Therapeutics,5
Arrys Therapeutics,2
"Arsanis, Inc.",1
"Arsenal Medical, Inc.",1
"ARS Pharmaceuticals, Inc.",2
"Arstasis, Inc.",2
ART Advanced Research Technologies Inc.,2
Artann Laboratories,15
Artax Biopharma Inc,3
"Artegraft, Inc.",2
Arterial Remodeling Technologies,1
"Arteriocyte, Inc.",6
Arthesys,1
Arthrex GmbH,2
"Arthrex, Inc.",37
Arthrex SAS,1
Arthritis Innovation Corporation,2
Arthritis Northwest PLLC,4
"Arthro-Anda Tianjin Biologic Technology Co., Ltd.",1
ArthroBiologix Inc.,1
Arthrogen,2
ArthroLab Inc.,2
Arthrosi Therapeutics,7
"Arthrosurface, Inc.",1
Artialis,13
Articulate Labs,1
Articulinx,2
Artielle ImmunoTherapeutics,1
Artimplant AB,2
Artiness SRL,1
Artios Pharma Ltd,4
"Artisan Pharma, Inc.",1
"Artiva Biotherapeutics, Inc.",1
Artivion Inc.,6
ART Medical Ltd.,3
Artoss Inc.,3
Artsana S.p.a.,5
Artu Biologicals,3
"ArtVentive Medical Group, Inc.",2
Aruvant Sciences GmbH,1
Arvid Carlsson Research AB,2
"Arvinas Androgen Receptor, Inc.",3
"Arvinas Estrogen Receptor, Inc.",1
AryoGen Pharmed Co.,9
ARYx Therapeutics,5
"Asahi Intecc Co., Ltd.",1
Asahi Intecc USA Inc,2
"Asahi Kasei Medical Co., Ltd.",4
Asahi Kasei Medical Europe GmbH,1
Asahi Kasei Pharma America Corporation,2
Asahi Kasei Pharma Corporation,16
Asalus Medical Instruments Limited,1
Asana BioSciences,12
Asarina Pharma,2
Ascelia Pharma AB,1
Ascendance Biomedical,1
Ascend Biopharmaceuticals Ltd,3
Ascendis Pharma A/S,10
Ascendis Pharma Bone Diseases A/S,1
Ascendis Pharma Endocrinology Division A/S,4
Ascendis Pharma Oncology Division A/S,2
Ascend Performance Materials,1
ASCEND Therapeutics,5
Asceneuron Pty Ltd.,1
Asceneuron S.A.,1
Ascensia Diabetes Care,40
Ascension Healthcare Development Limited,1
"Ascension Orthopedics, Inc.",2
Ascentage Pharma Group Inc.,38
Ascenta Therapeutics,12
"Ascentia Health, Inc.",1
"AscentX Medical, Inc.",1
A+ Science AB,1
"Asclepius Technology Company Group (Suzhou) Co., Ltd.",4
"AsclepiX Therapeutics, Inc.",2
"Ascletis Pharmaceuticals Co., Ltd.",24
ASC Therapeutics,2
Ascyrus Medical LLC.,3
A/S Den norske Eterfabrikk,1
Asepticys LLC,1
Ash Access Technology,1
Ashley Downs Bioscience,1
"AshtaYoga, LLC",3
"Ashvattha Therapeutics, Inc.",2
Asian Eye Institute,1
"Asia Stem Cell Regenerative Pharmaceutical Co., Ltd.",1
"Asieris MediTech (Hong Kong) Co., Ltd.",1
Asieris Pharmaceuticals (AUS) Pty Ltd.,1
"Asieris Pharmaceutical Technologies Co., Ltd.",1
ASIS Corporation,3
ASIT Biotech S.A.,2
"ASKA Pharmaceutical Co., Ltd.",2
ASKLEP Inc.,1
"Asklepion Pharmaceuticals, LLC",6
"Asklepios Biopharmaceutical, Inc.",5
Asklepios proresearch,12
Ask Rose,1
Asmacure Ltée,4
Asociacion Latinoamericana de Torax,2
Asoclinic Inmunología Ltda.,2
Asofarma de México S.A de C.V.,1
Asofarma S.A.I. y C.,1
Aspa Therapeutics,2
Aspen Global Incorporated,2
ASPEN Rhoads Research Foundation,3
Aspen USA Inc,1
ASP Health,1
Asphelia Pharmaceuticals,1
"A-Spine Asia Co., Ltd.",1
Aspira Women's Health,3
"Aspire Bariatrics, Inc.",2
Aspire Medical,3
Aspireo Pharmaceuticals Limited,5
Aspivix SA,2
Aspreva Pharmaceuticals,7
ASQA a.s.,1
Assembly Biosciences,15
"Association of Specialty Physicians, Inc.",1
Association of Teachers of Preventive Medicine,1
"AssureRx Health, Inc.",2
Assurex Health Home,1
Assurex Health Inc.,5
"Astavita, Inc.",1
Astellas Institute for Regenerative Medicine,9
Astellas Pharma a/s,2
"Astellas Pharma Canada, Inc.",23
"Astellas Pharma China, Inc.",29
Astellas Pharma Europe B.V.,108
Astellas Pharma Europe Ltd.,34
"Astellas Pharma Global Development, Inc.",177
Astellas Pharma GmbH,9
Astellas Pharma Inc,676
Astellas Pharma Indonesia Inc.,3
Astellas Pharma International B.V.,1
"Astellas Pharma Korea, Inc.",41
Astellas Pharma S.A.S.,4
Astellas Pharma Singapore Pte. Ltd.,8
Astellas Pharma s.r.o.,1
"Astellas Pharma Taiwan, Inc.",14
"Astellas Pharma US, Inc.",86
"Astellas Scientific & Medical Affairs, Inc.",6
Astel Medica,1
Asten Sante,1
"Asterias Biotherapeutics, Inc.",1
"Astex Pharmaceuticals, Inc.",91
Asthma Management Systems,1
"Asthmatx, Inc.",1
Astion Pharma A/S,3
Aston Sci. Inc.,2
ASTORA Women's Health,7
"AST Products, Inc.",3
Astra USA,10
AstraZeneca,3870
AstraZeneca Turkey,3
"Astute Medical, Inc.",8
ASUSTek Computer INC.,1
Asylia Diagnostics BV,1
"Asystem, Inc.",1
Atabay Kimya Sanayi Ticaret A.S.,2
Atacama Therapeutics,2
"AtaCor Medical, Inc.",5
Atamyo Therapeutics,1
Atara Biotherapeutics,11
"AtCor Medical, Inc.",1
"Atea Pharmaceuticals, Inc.",18
ATF Implants,1
"ATGC Co., Ltd.",1
ATGen Canada Inc,5
atHeart Medical,2
"Athena Feminine Technologies, Inc.",1
Athena Robinson,2
"Athenex, Inc.",24
Athera Biotechnologies AB,2
AtheroGenics,2
"AtheroMed, Inc",1
AtheroNova Inc.,1
"Athersys, Inc",11
Athersys Limited,1
Athira Pharma,6
Atigen-Cell and Tissue Center,1
"ATI Holdings, LLC",2
Ativus Farmaceutica Ltda,1
Atlanstat,4
Atlantia Food Clinical Trials,30
Atlantic Pharmaceuticals Ltd,2
Atlas Biomed,3
"AtlasMedx, Incorporated",1
Atmo Biosciences Pty Ltd,2
"Atopix Therapeutics, Ltd.",5
Atos Medical AB,9
"Atossa Genetics, Inc.",7
Atox Bio Ltd,4
"Atreca, Inc.",1
Atreon Orthopedics,2
A.T. Resolve SARL,1
Atreus Pharmaceuticals Corporation,1
Atrian Medical Ltd.,1
"AtriCure, Inc.",37
Atridia Pty Ltd.,23
Atrin Pharmaceuticals,1
Atrium Innovations,10
Atrium Medical Corporation,9
Atriva Therapeutics GmbH,2
ATRO Medical B.V.,2
Atrys Health,3
Atsena Therapeutics Inc.,1
"Attenua, Inc.",1
Attenuon,4
"Atteris Healthcare, LLC",1
Attgeno AB,3
"Attralus, Inc.",2
"Attune Health Research, Inc.",4
ATXA Therapeutics Limited,1
"aTyr Pharma, Inc.",8
Aubrey Inc.,3
Auckland UniServices Ltd.,2
"Aucta Pharmaceuticals, Inc",2
"Aucta Technologies, Inc.",1
Audentes Therapeutics,8
"AudibleHealth AI, Inc.",2
Audion Therapeutics BV,1
AudioPro Connect,1
Augmedics,1
"Augmenix, Inc.",2
"Aulos Bioscience, Inc.",1
"AUM Cardiovascular, Inc.",4
Aura Biosciences,4
AuraGen Aesthetics LLC,1
Aurealis Oy,1
"Aureon Biosciences, Inc.",1
Aurigene Discovery Technologies Limited,2
Aurimod GmbH,1
Aurinia Pharmaceuticals Inc.,17
Aurion Biotech,1
"Auris Health, Inc.",3
Auris Medical AG,6
"Auris Medical, Inc.",4
Auritec Pharmaceuticals,2
Aurobindo Pharma Ltd,8
Auron Healthcare GmbH,3
Aurora Cannabis Inc,1
Auro Vaccines LLC,5
AusculSciences Canada Inc.,3
"Ausio Pharmaceuticals, LLC",6
Ausnutria Hyproca B.V.,1
"Auspex Pharmaceuticals, Inc.",5
"Austarpharma, LLC",1
"Australian Department of Industry, Tourism and Resources",2
Autifony Therapeutics Limited,7
"Autoimmune Technologies, LLC",3
Autolus Limited,6
"Autonomic Technologies, Inc.",8
"Autonomous Healthcare, Inc.",2
"Autophagy Sciences, Inc.",1
Autotelicbio,3
"Autus Valve Technologies, Inc.",1
"Auxilium Pharmaceuticals, Inc.",2
AuXin Surgery SA,2
Auzone Biological Technology Pty Ltd,1
AV7 Limited,1
Ava AG,4
"Avacen, Inc.",1
Avacta Life Sciences Ltd,1
Avadel,2
"Avadim Technologies, Inc.",4
"Avalo Therapeutics, Inc.",9
Avania,23
Avanir Pharmaceuticals,25
Avanta,1
Avanta Trading Ltd.,1
Avant Immunotherapeutics,3
"Avanti Polar Lipids, Inc.",1
Avantis Medical Systems,4
Avario Healthcare Inc.,2
"Avation Medical, Inc.",1
"AVAVA, Inc.",1
"Avaxia Biologics, Incorporated",1
AVAX Technologies,5
"Avazzia, Inc",6
Avekshan LLC,1
"Avelas Biosciences, Inc.",2
"Avellino Labs USA, Inc.",1
AVEM HealthCare,1
Avena Nordic Grain Oy,1
AvenCell Europe GmbH,4
AventaMed DAC,3
Aventis Pharmaceuticals,81
Aventure AB,4
"Aventusoft, LLC.",1
"Aventyn, Inc.",4
"Avenue Therapeutics, Inc.",3
"AVEO Pharmaceuticals, Inc.",42
Avera Pharmaceuticals,4
Averion International Corporation,6
"Averitas Pharma, Inc.",1
"Aveta Biomics, Inc.",1
Avexa,6
"AveXis, Inc.",3
Avicanna Inc,4
Avicena LLC,3
Avidhrt Inc.,1
Avidia,1
"Avidity Biosciences, Inc.",2
Avid Radiopharmaceuticals,65
"Aviel Roy-Shapira, M.D.",1
Avigen,6
AviGenics,1
Avila Herbals,1
Avilex Pharma,1
Avillion LLP,1
"Avinger, Inc.",8
Avionco LLC,1
"Avioq, Inc.",2
Aviragen Therapeutics,1
AVIR Green Hills Biotechnology AG,5
Aviron LLC,2
"Avistone Biotechnology Co., Ltd.",1
Avita Medical,14
"Avizorex Pharma, S.L.",1
AVM Biotechnology LLC,2
"Avobis Bio, LLC",1
A. Vogel AG,12
"Avon Products, Inc.",1
Avotres Inc.,1
Avraham Pharmaceuticals Ltd,2
AVROBIO,5
"Avulux, Inc.",2
"AVVAA World Healthcare Products, Inc.",1
"Avva Rus, JSC",3
AWAK Technologies Pte Ltd,1
Awareable Technologies Inc,1
Awenydd GmbH,1
Axalbion SA,2
Axaron Bioscience AG,1
Axcan Pharma,8
"Axcella Health, Inc",8
Axcentua Pharmaceuticals AB,1
Axelar AB,5
Axellus,3
Axelys Sante Dz,1
Axem Neurotechnology Inc.,2
"AxeroVision, Inc.",2
Axetis AG,1
"Axial Biotech, Inc",2
"Axial Therapeutics, Inc.",1
"Axikin Pharmaceuticals, Inc.",1
Axim Biotechnologies,1
AxioMed Spine Corporation,2
"Axiom Worldwide, LLC",1
Axio Research Corporation,2
Axio Research. LLC,3
Axis Clinicals Limited,7
Axis Shield Diagnostics Ltd,5
Axogen Corporation,10
Axolotl Biologix,1
Axonal-Biostatem,5
"Axonics Modulation Technologies, Inc.",3
Axon Neuroscience SE,4
"Axon Therapies, Inc.",2
Axovant Sciences Ltd.,9
"Axsome Therapeutics, Inc.",19
Axxam S.p.A.,2
Axxonis Pharma AG,2
"Ayala Pharmaceuticals, Inc,",4
"Ayana Pharma Ltd.,",1
Ayanda AS,1
Aymes International Limited,10
"Aytu BioPharma, Inc.",5
Azad Pharma AG,2
Azafaros A.G.,1
"Azaya Therapeutics, Inc.",2
Azelon Pharmaceuticals,1
Azevan Pharmaceuticals,8
Azidus Brasil,75
Aziende Chimiche Riunite Angelini Francesco S.p.A,28
Azimuth Therapy Ltd.,1
Azitra Inc.,2
"Aziyo Biologics, Inc.",13
Azora Therapeutics Australia Pty Ltd,2
"AZTherapies, Inc.",5
Azura Ophthalmics,4
"Azur Pharma, Inc",2
AzurRx SAS,2
"Bacainn Therapeutics, Inc.",1
Bacchus Vascular,1
"Bachmann Strauss Dystonia & Parkinson Foundation, Inc.",1
BackBeat Medical Inc,9
BACKBONE,1
Bactiguard AB,7
"Baebies, Inc.",1
"Baiya Phytopharm Co., Ltd.",2
Baker Norton Pharmaceuticals,1
BalancAir,2
Balanced Health plus,1
Balance Therapeutics,4
Baliopharm Pty Ltd,1
Balt Extrusion,6
Balt International,1
Balton Sp.zo.o.,7
Balt USA,1
"Bama GeVe, S.L.U.",1
BandGrip,2
Band Therapeutics,1
Bang & Olufsen Medicom,1
Banner Life Sciences LLC,4
"Banyan Biomarkers, Inc",9
Barc NV,1
Barco NV,3
Bard Ltd,8
"Bard Peripheral Vascular, Inc.",4
"Bardy Diagnostics, Inc.",3
Bare Performance Nutrition,1
"Barilla America, Inc.",2
"Barnev, Inc.",1
"BaroNova, Inc.",2
BaroSense Inc.,3
Barr Laboratories,2
"Barron Associates, Inc.",4
Basecamp Vascular,1
Baseline Study LLC,1
BASF,13
BASF AS,2
"BASi (Bioanalytical Systems, Inc.)",1
Basilea Pharmaceutica,39
Basilea Pharmaceutica International Ltd,28
"Basking Biosciences, Inc.",1
B&A Therapeutics,1
Baudax Bio,10
"Bausch Health Americas, Inc.",257
Bausch & Lomb Incorporated,232
Bavarian Nordic,50
"Baxalta Innovations GmbH, now part of Shire",19
Baxalta now part of Shire,111
"Baxano Surgical, Inc.",6
Baxter BioScience,8
Baxter (China) Investment Co. Ltd.,1
Baxter Healthcare Corporation,294
"Baxter Healthcare, Ltd. (New Zealand), Baxter Healthcare Pty. Ltd. (Australia)",1
Baxter (Hellas) Ltd,1
Baxter Innovations GmbH,7
Bayer,2101
"Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma",25
"Bayer Yakuhin, Ltd.",5
Bayhill Therapeutics,3
Baylis Medical Company,10
Baylx Inc.,2
Bazell Pharma AG,1
BBB-Therapeutics B.V.,2
BBN Technologies,1
B.Braun Avitum AG,6
"B. Braun Interventional Systems, Inc",3
"B. Braun Korea Co., Ltd.",4
B. Braun Ltd. Centre of Excellence Infection Control,7
B. Braun Medical B.V.,1
B.Braun Médical - CoE Chasseneuil,1
B. Braun Medical Inc.,17
B. Braun Medical International Trading Company Ltd.,7
B. Braun Medical LLC,1
B. Braun Medical SA,10
BBraun Medical SAS,14
B. Braun Medical UK Ltd.,1
B. Braun Melsungen AG,77
B.Braun Surgical SA,20
"B.Braun Taiwan Co., Ltd.",1
BBS-Bioactive Bone Substitutes Oy,1
BCN Checkpoint,3
BCN Peptides,3
BC Research Inc.,1
"BCS Consulting, Inc.",1
BC World Pharm Co. Ltd.,1
BDD Pharma Ltd,6
B&D Electromedical,4
Beachbody,4
"Beacon Bioscience, Inc.",1
Beacon Health Strategies,1
Beat COVID LLC,1
Beats Medical,1
Beaufort CRO,1
"Beaver-Visitec International, Inc.",32
BeCare Link LLC,2
Beckley Psytech Limited,3
"Beckloff Associates, Inc.",3
Beckman Coulter GmbH,2
"Beckman Coulter, Inc.",29
Beck Medical Ltd.,1
Becro Ltd.,14
"Becton, Dickinson and Company",63
Beddit.com Ltd,1
Bedford Pharmaceuticals,1
"Beech Tree Labs, Inc.",4
Beekley Medical,2
"Before Brands, Inc",1
Beghin-Meiji,2
Behavioral Health of the Palm Beaches,1
"Behavioral Health Services, Inc.",3
"Behavior Therapy Associates, LLP",3
BeiGene,123
"BeiGene USA, Inc.",3
"Beijing 3E-Regenacy Pharmaceuticals Co., Ltd.",3
"Beijing AmsinoMed Medical Device Co., Ltd",2
"Beijing Baylx Biotech Co., Ltd.",1
Beijing Bio-Fortune Ltd.,2
"Beijing Biohealthcare Biotechnology Co.,Ltd",2
"Beijing Biostar Technologies, Ltd",5
"Beijing Bozhiyin T&S Co., Ltd.",7
"Beijing Continent Pharmaceutical Co, Ltd.",13
"Beijing Da-an Bio-technology Co., Ltd.",1
"Beijing Doing Biomedical Co., Ltd.",5
"Beijing Dongfang Biotech Co., Ltd.",3
"Beijing Duheng for Drug Evaluation and Research Co., Ltd. (DDER)",1
Beijing Fresenius Kabi Pharmaceutical Co,1
"Beijing GD Initiative Cell Therapy Technology Co., Ltd.",3
"Beijing Genova Biotech Company, Ltd.",1
"Beijing Grand Johamu Pharmaceutical Company, Ltd.",1
"Beijing Immunochina Medical Science & Technology Co., Ltd.",18
"Beijing InnoCare Pharma Tech Co., Ltd.",26
Beijing Institute of Biological Products Co Ltd.,21
"Beijing Kanova Biopharmaceutical Co., LTD",1
"Beijing Kawin Technology Share-Holding Co., Ltd.",4
"Beijing Konruns Pharmaceutical Co., Ltd.",6
"Beijing Mabworks Biotech Co., Ltd.",9
"Beijing Minhai Biotechnology Co., Ltd",14
"Beijing Northland Biotech. Co., Ltd.",6
