nct_id,sponsor,start_date,completion_date,study_type,baseline_population,brief_title,official_title,overall_status,phase,enrollment,number_of_arms,interventions
NCT04845646,"Gannex Pharma Co., Ltd.",16-MAR-21,10-JUN-21,Interventional,,"DDI Study of ASC41 in HV and the PK, Safety and Tolerability in Subjects With NAFLD.","Phase I Open Label, Drug-Drug Interaction, Study to Evaluate the Effect of Itraconazole and Phenytoin on the Pharmacokinetics of ASC41 in Healthy Volunteers and A Study to Evaluate the PK, Safety and Tolerability in Subjects With Non-alcoholic Fatty Liver Disease (NAFLD).",Completed,Phase 1,24,3,ASC41|Itraconazole|Phenytoin
NCT04198805,"DSM Nutritional Products, Inc.",03-JAN-20,01-DEC-22,Interventional,,"Vitamin E and DHA-EE on NAFLD - Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Clinical Trial (PUVENAFLD)","The Effect of Vitamin E and Docosahexaenoic Acid Ethyl Ester on Non-Alcoholic Fatty Liver Disease (NAFLD) - Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Clinical Trial (PUVENAFLD)",Recruiting,Phase 2,200,4,Vitamin E [(all-rac)-α-tocopheryl acetate]|Omega-3 fatty acid (DHA EE)|Omega-3 fatty acid (DHA EE) & Vitamin E [(all-rac)-α-tocopheryl acetate]|Placebo
NCT04235205,"EA Pharma Co., Ltd.",29-JAN-20,30-SEP-21,Interventional,,Efficacy and Safety of Elobixibat in Combination With Cholestyramine for Nonalcoholic Fatty Liver Disease,"Efficacy and Safety of Elobixibat in Combination With Cholestyramine for Patients With Nonalcoholic Fatty Liver Disease: a Single Center, Double-blind, Randomized, Placebo-Controlled, Phase 2a Trial.",Completed,Phase 2,102,4,Elobixibat 10mg + cholestyramine powder 9g (cholestyramine 4g)|Elobixibat 10mg + cholestyramine powder placebo|Elobixibat placebo + cholestyramine powder 9g (cholestyramine 4g)|Elobixibat placebo + cholestyramine powder placebo
NCT04857606,Amgen,24-MAY-21,07-MAY-23,Interventional,,Single Ascending Dose of AMG 609 in Participants With Non-alcoholic Fatty Liver Disease,"A Phase 1, Randomized, Double-blind, Placebo-controlled, Single Ascending Dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of AMG 609 in Subjects With Non-alcoholic Fatty Liver Disease",Recruiting,Phase 1,106,2,AMG 609|Placebo
NCT04210245,"NGM Biopharmaceuticals, Inc",23-MAR-20,31-MAR-23,Interventional,,Study of Aldafermin (NGM282) in Subjects With Compensated Cirrhosis (ALPINE 4),"Evaluation of Efficacy, Safety and Tolerability of NGM282 (Aldafermin) in a Phase 2b, Randomized, Double-blind, Placebo-controlled, Multi-center Study in Subjects With Compensated Cirrhosis Due to Nonalcoholic Steatohepatitis (ALPINE 4)","Active, not recruiting",Phase 2,160,4,aldafermin|Placebo
NCT04237116,Novartis Pharmaceuticals,19-FEB-20,23-JUL-21,Interventional,,A Study of Secukinumab Treatment in Patients With Plaque Psoriasis and Coexisting Non-alcoholic Fatty Liver Disease (NAFLD),"A Randomized, Double-blind, Multicenter, 24-week Study of Subcutaneous Secukinumab to Assess Anti-interleukin-17A Treatment in Plaque Psoriasis Patients With Coexisting Non-alcoholic Fatty Liver Disease (pINPOINt)",Completed,Phase 3,10,2,Investigational Arm - secukinumab|Control Arm - placebo
NCT04321031,Pfizer,15-JUN-20,26-DEC-23,Interventional,,Metabolic Interventions to Resolve Non-alcoholic Steatohepatitis (NASH) With Fibrosis (MIRNA),"A PHASE 2, RANDOMIZED, DOUBLE-BLIND, DOUBLE-DUMMY, PLACEBO-CONTROLLED, DOSE-RANGING, DOSE-FINDING, PARALLEL GROUP STUDY TO ASSESS EFFICACY AND SAFETY OF PF-06865571 (DGAT2I) ALONE AND WHEN COADMINISTERED WITH PF-05221304 (ACCI) IN ADULT PARTICIPANTS WITH BIOPSY-CONFIRMED NONALCOHOLIC STEATOHEPATITIS AND FIBROSIS STAGE 2 OR 3",Recruiting,Phase 2,350,7,Placebo|PF-06865571|PF-05221304
NCT04255069,"TaiwanJ Pharmaceuticals Co., Ltd",30-JUN-20,31-DEC-23,Interventional,,A Study to Evaluate the Efficacy and Safety of JKB-122 in Patients With NASH and Fibrosis,"A Phase 2, Randomized, Multiple-Dose, Double-Blind, Placebo-Controlled Study of JKB-122 in Patients With Non-Alcoholic Steatohepatitis (NASH) and Fibrosis",Not yet recruiting,Phase 2,300,3,Placebo|Dose 1 JKB-122|Dose 2 JKB-122
NCT04321343,Poxel SA,01-SEP-20,30-JUN-22,Interventional,,Study of PXL065 in Patients With Nonalcoholic Steatohepatitis (NASH),"A 36-week, Randomized, Double-blind, Placebo-controlled, Parallel Group Trial to Assess the Efficacy and Safety of PXL065 Versus Placebo in Noncirrhotic Biopsy-proven NonAlcoholic SteatoHepatitis (NASH) Patients","Active, not recruiting",Phase 2,123,4,PXL065|Placebo oral tablet
NCT04897594,"Terns, Inc.",20-MAY-21,31-OCT-22,Interventional,,"AVIATION Study: A Safety, Pharmacokinetics, Pharmacodynamics and Preliminary Efficacy Study of TERN-201 in Patients With Non-Cirrhotic Non-Alcoholic Steatohepatitis","A Multi-Center, Randomized, Double-Blind, Dose-Ranging, Placebo-Controlled, Proof of Concept, Adaptive, Phase 1b Clinical Study to Evaluate the Safety, Pharmacokinetics, Pharmacodynamics, and Efficacy of Orally Administered TERN-201 in Patients With Presumed Non-Cirrhotic Non-Alcoholic Steatohepatitis (NASH)","Active, not recruiting",Phase 1,60,4,TERN-201|Placebo
NCT04906421,Sagimet Biosciences Inc.,12-AUG-21,28-OCT-23,Interventional,,Study of TVB-2640 in Subjects With Nonalcoholic Steatohepatitis (NASH),"A Phase 2B, Multi-Center, Double-Blind, Randomized, Placebo-Controlled Study of the Safety and Efficacy of TVB-2640 in Subjects With Nonalcoholic Steatohepatitis (FASCINATE-2)",Recruiting,Phase 2,162,2,TVB-2640|Placebo
NCT04913090,"Xuanzhu Biopharmaceutical Co., Ltd.",31-MAY-21,04-MAR-22,Interventional,,A Phase I Clinical Trial of XZP-5610 Tablets in Healthy Subjects,"A Phase I Clinical Trial to Evaluate the Safety, Tolerability, Pharmacokinetics (PK) of XZP-5610 Tablets Following Single- and Multiple-ascending Doses (SAD/MAD) and Food Effects in Healthy Subjects.",Recruiting,Phase 1,112,6,"XZP-5610 Tablet (for Part A)|Placebo to match XZP-5610 Tablet (for Part A)|XZP-5610 Tablet (for Part B)|Placebo to match XZP-5610 Tablet (for Part B)|XZP-5610 Tablet （for ""Part C1""）|XZP-5610 Tablet for ""Part C2"""
NCT04929483,"89bio, Inc.",04-JUN-21,30-SEP-23,Interventional,,"Study Evaluating the Safety, Efficacy and Tolerability of BIO89-100 in Subjects With Biopsy-confirmed Nonalcoholic Steatohepatitis (NASH)","A Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy, Safety and Tolerability of BIO89-100 in Subjects With Biopsy-Confirmed Nonalcoholic Steatohepatitis (NASH)",Recruiting,Phase 2,216,5,BIO89-100
NCT04951219,"Madrigal Pharmaceuticals, Inc.",09-JUL-21,31-DEC-22,Interventional,,"A Phase 3 Study to Evaluate Safety and Biomarkers of Resmetirom (MGL-3196) in Patients With Non-alcoholic Fatty Liver Disease (NAFLD), MAESTRO-NAFLD-Open-Label-Extension (MAESTRO-NAFLD-OLE)","A 52-Week, Phase 3, Open-Label Extension Study, With a Single-blind Lead-in, to Evaluate Safety and Biomarkers of Resmetirom (MGL-3196) in Patients With Non-alcoholic Fatty Liver Disease (NAFLD), MAESTRO-NAFLD-Open-Label-Extension (MAESTRO-NAFLD-OLE)",Recruiting,Phase 3,1000,3,Resmetirom
NCT04972396,"Altimmune, Inc.",05-OCT-21,28-FEB-22,Interventional,,ALT-801 DDI Study in Healthy Volunteers,"An Open-label Study of the Effect of ALT-801 on the Pharmacokinetics of Metformin, Warfarin, Atorvastatin, Digoxin, and the Combined Oral Contraceptive Ethinylestradiol/Levonorgestrel in Healthy Volunteers",Recruiting,Phase 1,36,3,ALT-801|Metformin|Atorvastatin|Warfarin|Digoxin|Ethinylestradiol and Levonorgestrel
NCT04328077,"Terns, Inc.",18-JUN-20,03-MAY-21,Interventional,,"LIFT Study: A Safety, Tolerability, Efficacy, and Pharmacokinetics Study of TERN-101 in Subjects With Non-Cirrhotic Non-Alcoholic Steatohepatitis (NASH)","A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase 2a Clinical Trial to Evaluate the Safety, Tolerability, Efficacy, and Pharmacokinetics of Orally Administered TERN-101 Tablets in Adult Patients With Presumed Non-Cirrhotic Non-Alcoholic Steatohepatitis (NASH)",Completed,Phase 2,101,4,TERN-101|Placebo
NCT04336800,Perspectum,01-APR-20,01-JAN-22,Observational,,Multi-Parametric MRI Assessment of the Liver in Diabetic Volunteers (Partners Registry),Multi-Parametric MRI Assessment of the Liver in Diabetic Volunteers (Partners Registry),Recruiting,,200,,LiverMultiscan
NCT04330326,Monitor CRO|ScandiBio Therapeutics AB,20-JUL-19,30-SEP-20,Interventional,,Metabolic Cofactor Supplementation in Obese Patients With Non-Alcoholic Fatty Liver Disease,"A Phase 2, Randomised, Placebo Controlled Study to Evaluate the Efficacy, Tolerability and Safety of Metabolic Cofactor Supplementation in Obese Subjects With Non-Alcoholic Fatty Liver Disease (NAFLD)",Unknown status,Phase 2,45,2,Metabolic Cofactor Supplementation|Sorbitol
NCT04336618,Perspectum,03-AUG-20,31-DEC-22,Observational,,Multi-Parametric MRI Assessment of the Liver in the Dallas-FortWorth Metroplex Population,Multi-Parametric MRI Assessment of the Liver in the Dallas-FortWorth Metroplex Population,Recruiting,,100,,Liver MultiScan
NCT04342793,"AngioLab, Inc.",04-DEC-19,30-SEP-21,Interventional,,A Study to Evaluate the Efficacy and Safety of ALS-L1023 in Subjects With NASH,"A Multicenter, Randomized, Double-blind, Placebo-controlled Phase 2a Study to Explore the Safety and Efficacy of ALS-L1023 in Patients With Non-alcoholic Steatohepatitis (NASH)",Unknown status,Phase 2,60,3,"Placebo oral tablet|ALS-L1023 1,200mg|ALS-L1023 1,800mg"
NCT04365868,Galectin Therapeutics Inc.,22-JUN-20,31-DEC-23,Interventional,,Study Evaluating the Efficacy and Safety of Belapectin for the Prevention of Esophageal Varices in NASH Cirrhosis,"A Seamless, Adaptive, Phase 2b/3, Double-Blind, Randomized, Placebo-controlled, Multicenter, International Study Evaluating the Efficacy and Safety of Belapectin (GR MD-02) for the Prevention of Esophageal Varices in NASH Cirrhosis",Recruiting,Phase 2/Phase 3,1010,3,belapectin|Placebo
NCT05006885,"Altimmune, Inc.",30-SEP-21,28-FEB-22,Interventional,,ALT-801 in Diabetic and Non-Diabetic Overweight and Obese Subjects With Non-alcoholic Fatty Liver Disease (NAFLD),"A Phase 1, 12-Week, Randomized, Double-Blind, Placebo-Controlled Study of ALT-801 in Diabetic and Non-Diabetic Overweight and Obese Subjects With Non-alcoholic Fatty Liver Disease",Recruiting,Phase 1,72,4,ALT-801|Placebo
NCT05012423,Eccanga Pty Ltd,07-JUL-21,20-FEB-22,Interventional,,FTIH Study of ECC0509 in Healthy Volunteers,"A Phase 1, Single-Center, Randomized, Double-Blind, Placebo-Controlled, Single And Multiple Ascending Dose, First-Time-In-Human Study To Assess The Safety, Tolerability, Pharmacokinetics, And Pharmacodynamics Of Ecc0509 In Healthy Volunteers",Recruiting,Phase 1,86,4,Placebo|ECC0509|Placebo|ECC0509
NCT04463017,"Rivus Pharmaceuticals, Inc.",12-AUG-20,01-APR-21,Interventional,,Ascending Dose Study of HU6 in Healthy Volunteers,"A Double-blind, Placebo-controlled, Phase I Study of the Safety and Pharmacokinetics of Single Ascending Doses of HU6 in Healthy Volunteers",Completed,Phase 1,64,2,HU6
NCT05016882,Novo Nordisk A/S,31-AUG-21,20-SEP-24,Interventional,,Research Study on Whether a Combination of 2 Medicines (NNC0194 0499 and Semaglutide) Works in People With Non-alcoholic Steatohepatitis (NASH),"Efficacy and Safety Investigation of NNC0194-0499 Co-administered With Semaglutide in Subjects With Non-alcoholic Steatohepatitis: a Dose-ranging, Placebo Controlled Trial",Recruiting,Phase 2,672,10,NNC0194 0499 50 mg/mL|Placebo (NNC0194-0499)|Semaglutide 3 mg/mL|Semaglutide placebo|NNC0174 0833 10 mg/mL|NNC0174 0833 placebo
NCT05041673,Eva Pharma,23-FEB-21,30-SEP-22,Interventional,,Anti-diabetic Drugs and Fatty Liver Management,"Efficacy of Vildagliptin, Liraglutide and Empagliflozin in the Management of Fatty Liver Disease Among Patients With Type 2 Diabetes","Active, not recruiting",Not Applicable,120,4,Metformin
NCT05083390,Dr. Falk Pharma GmbH,08-JUL-19,30-APR-22,Interventional,,Norursodeoxycholic Acid vs. Placebo in NASH,"Double-blind, Randomised, Placebo-controlled, Phase IIb Trial on the Efficacy and Safety of Norursodeoxycholic Acid Tablets in Patients With Non-alcoholic Steatohepatitis (NASH)",Recruiting,Phase 2,363,3,norUrsodeoxycholic acid
NCT04395950,Pfizer,31-DEC-20,19-AUG-21,Interventional,,Effects of ACC Inhibitor on Lipid and Lipoprotein Metabolism,"A Phase 1B, Single-Blinded, Linear Two Period, Placebo-controlled Study to Evaluate the Effects of 10 mg/Day of PF-05221304, Liver Targeted Acetyl-CoA Carboxylase Inhibitor (ACCi) on Very Low Density Lipoprotein ApoB100 and TG Secretion",Withdrawn,Phase 1,0,2,PF-05221304|Placebo
NCT04546984,"Sunshine Lake Pharma Co., Ltd.",14-SEP-20,29-DEC-20,Interventional,,"Multiple Dose Safety, Tolerability, PK，PD and Food Effect Study of HEC96719 in Healthy Adult Subjects","A Randomized, Double-Blind, Placebo-Controlled Study of Ascending Multiple Doses to Evaluate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics，and Randomized, Open-label，Crossover, Food Effect Study of HEC96719 in Healthy Chinese Subjects",Completed,Phase 1,66,6,HEC96719
NCT04481594,Hepanova Inc.,08-SEP-20,31-JUL-21,Interventional,,A Study to Evaluate the Safety and Tolerability of Single and Multiple Ascending Doses of HPN-01 in Healthy Subjects,"A Randomized, Double-Blind, Placebo Controlled, Sequential Parallel Group, Single and Multiple Ascending Doses (SAD/MAD) Study Following Oral Administration in Healthy Subjects to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of HPN-01",Recruiting,Phase 1,72,2,HPN-01|Placebo
NCT04483947,AstraZeneca|Parexel,06-NOV-20,24-NOV-22,Interventional,,"A Study to Assess Safety, Tolerability, PK and PD of AZD2693 in Non-alcoholic Steatohepatitis Patients","A Phase 1, Double Blind, Randomised, Placebo-Controlled, Multi-centre, Multiple Ascending Dose Study to Assess the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of AZD2693 in Patients With Non-alcoholic Steatohepatitis (NASH) With Fibrosis Stage 0-3 and Carriers of the PNPLA3 148M Risk Alleles",Recruiting,Phase 1,60,3,AZD2693|Placebo
NCT04521114,"CytoDyn, Inc.",01-DEC-20,22-JUL-22,Interventional,,Leronlimab (PRO 140) in Patients With Nonalcoholic Steatohepatitis(NASH),"A Phase II, Multi-center, Randomized, Double-Blind, Placebo-Controlled, Two-Arm Study of the Safety and Efficacy of Leronlimab (PRO 140) in Adult Patients With Nonalcoholic Steatohepatitis (NASH)","Active, not recruiting",Phase 2,60,2,Placebos|leronlimab
NCT04561245,"Altimmune, Inc.",10-NOV-20,23-OCT-21,Interventional,,ALT-801 in Healthy Overweight and Obese Volunteers to Study Safety and Tolerability,"A Randomized, Double-Blind, Placebo-Controlled Study of Single and Multiple Ascending Doses of ALT-801 in Healthy Overweight and Obese Volunteers",Completed,Phase 1,100,4,ALT-801|Placebo
NCT05117489,Corcept Therapeutics,23-NOV-21,30-NOV-22,Interventional,,"A Study Evaluating the Safety, Efficacy, and Pharmacokinetics of Miricorilant in Patients With Presumed Nonalcoholic Steatohepatitis (NASH)","A Phase 1b, Open-Label Study Evaluating the Safety, Efficacy, and Pharmacokinetics of Miricorilant in Adult Patients With Presumed Nonalcoholic Steatohepatitis (NASH)",Recruiting,Phase 1,36,6,Miricorilant 150 mg|Miricorilant 100 mg
NCT05118360,"Gannex Pharma Co., Ltd.",30-MAR-22,09-JAN-24,Interventional,,"Study to Evaluate the Safety, Tolerability, and Efficacy of ASC41 in Adults With NASH","A Seamless Phase 2a/2b, Double-Blind, Randomized, Multicenter, Placebo-controlled Study to Evaluate the Safety, Tolerability, and Efficacy of ASC41, a Thyroid Hormone Receptor β Agonist, in Adults With Nonalcoholic Steatohepatitis (NASH)",Not yet recruiting,Phase 2,180,4,ASC41 2 mg|ASC41 4 mg|Placebo
NCT04559126,Enanta Pharmaceuticals|PRA Health Sciences,08-SEP-20,21-JUN-21,Interventional,,A Study of EDP-297 in Healthy Subjects,"A Randomized, Double-Blind, Placebo-Controlled, First-In-Human Study of Orally Administered EDP-297 to Evaluate the Safety, Tolerability, and Pharmacokinetics of Single Ascending Doses (SAD), Multiple Ascending Doses (MAD), and the Effect of Food on EDP-297 Pharmacokinetics in Healthy Subjects",Completed,Phase 1,82,4,EDP-297|Placebo
NCT04643795,"Madrigal Pharmaceuticals, Inc.",24-OCT-18,31-MAR-21,Interventional,,"Phase 1 Study to Evaluate the Pharmacokinetics, Safety, and Tolerability of Multiple Oral Doses of MGL-3196 in Subjects With Varying Degrees of Hepatic Impairment and Healthy Matched Control Subjects","A Phase I, Open Label, Non-randomized Study to Evaluate the Pharmacokinetics, Safety, and Tolerability of Multiple Oral Doses of MGL-3196 in Subjects With Varying Degrees of Hepatic Impairment and Healthy Matched Control Subjects With Normal Hepatic Function",Recruiting,Phase 1,90,4,MGL-3196
NCT04576923,Sonic Incytes,01-FEB-21,31-DEC-25,Interventional,,Quantitative Ultrasound With Liver Incytes for Evaluation of Non-Alcoholic Fatty Liver Disease,Quantitative Ultrasound With Liver Incytes for Evaluation of Non-Alcoholic Fatty Liver Disease,Recruiting,Not Applicable,100,1,Liver Incytes
NCT04607655,Galecto Biotech AB|Covance,31-MAR-21,31-JUL-22,Interventional,,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Orally Administered GB1211 in Participants With Suspected or Confirmed Non-alcoholic Steatohepatitis (NASH) and Liver Fibrosis","GULLIVER-1 - A Randomised, Double-Blind, Placebo Controlled, Phase Ib, 12-week Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Orally Administered GB1211 in Participants With Suspected or Confirmed Non-alcoholic Steatohepatitis (NASH) and Liver Fibrosis",Withdrawn,Phase 1/Phase 2,0,3,GB1211|Placebo
NCT04616014,"Oramed, Ltd.",01-MAR-21,30-JUN-22,Interventional,,A Study of Oral Insulin to Reduce Liver Fat Content in Type 2 Diabetes Patients With Nonalcoholic Steatohepatitis (NASH),An Open-Label Multi-Center Study to Assess the Safety and Potential of Oral Insulin to Reduce Liver Fat Content in Type 2 Diabetes Patients With Nonalcoholic Steatohepatitis (NASH),Recruiting,Phase 2,40,2,ORMD-0801 QD|ORMD-0801 BD
NCT04618744,"Oramed, Ltd.|Integrium",24-NOV-20,30-JUN-22,Interventional,,A Study to Assess the Safety and Efficacy of Oral Insulin in T2DM Patients With Nonalcoholic Steatohepatitis (NASH),"A Double-Blind, Randomized, Placebo-controlled, Multi-center Study to Assess the Safety and Efficacy of Oral Insulin to Reduce Liver Fat Content in Type 2 Diabetes Patients With Nonalcoholic Steatohepatitis (NASH)",Recruiting,Phase 2,36,2,ORMD-0801 (Insulin) capsule 8 mg BD|Placebo
NCT04657523,Philips Clinical & Medical Affairs Global,30-OCT-20,15-DEC-22,Interventional,,Ultrasound-Based Liver Fat Quantification (LFQ) Pilot Study,Pilot Study of On-Cart Liver Fat Quantification (LFQ) Feature to Assess Correlation With Magnetic Resonance Imaging Proton Density Fat Fraction (MRI-PDFF) Results,Recruiting,Not Applicable,60,1,Investigational Liver Fat Quantification Software
NCT04709913,"Rivus Pharmaceuticals, Inc.",04-JAN-21,30-JUL-21,Interventional,,Multiple Ascending Dose Study of HU6 in High BMI Volunteers,"A Double-blind, Sponsor-Open, Placebo-controlled, Phase I Study of the Safety, Pharmacokinetics and Pharmacodynamics of Multiple Ascending Doses of HU6 in High BMI Volunteers",Completed,Phase 1,30,2,HU6
NCT04682600,Sonic Incytes,21-OCT-20,31-MAY-22,Interventional,,"The Sonic Incytes Liver Incytes System, Evaluation of Liver Fibrosis and Steatosis Versus MRE and MRI PDFF","The Sonic Incytes Liver Incytes System, Evaluation of Liver Fibrosis and Steatosis Versus MRE and MRI PDFF",Recruiting,Not Applicable,100,1,Liver Incytes System
NCT04704063,Hovid Berhad,01-JAN-21,01-JUN-23,Interventional,,Efficacy and Safety of Tocovid Suprabio 200mg in Non-alcoholic Fatty Liver (NAFL),"A Randomized, Double-Blind, Placebo-Controlled Study, to Assess the Efficacy and Safety of Tocovid Suprabio 200mg in Non-alcoholic Fatty Liver (NAFL)",Recruiting,Phase 2,170,2,Tocotrienols / Vitamin E|Placebo control
NCT04710524,Future Medicine,10-JUN-21,03-JUL-22,Interventional,,FM101 Efficacy Study in Adults With Nonalcoholic Fatty Liver Disease or Nonalcoholic Steatohepatitis,"A Randomized Phase 2a Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of FM101 in Adults With Nonalcoholic Fatty Liver Disease or Nonalcoholic Steatohepatitis",Recruiting,Phase 2,60,3,Placebo|FM101 150 mg BID|FM101 300 mg BID
NCT05305599,Dr. Falk Pharma GmbH,30-APR-22,30-JUN-22,Interventional,,Different Doses of ZED1227 vs. Placebo in NAFLD,"Double-blind, Randomized, Placebo-controlled, Phase II Dose-finding Study Comparing Different Doses of ZED1227 Capsules With Placebo in the Treatment of Non-alcoholic Fatty Liver Disease (NAFLD) With Significant Fibrosis",Not yet recruiting,Phase 2,160,4,ZED1227|Placebo
NCT05338034,"Hepagene (Shanghai) Co., Ltd.",22-NOV-21,31-MAR-23,Interventional,,Phase 2a Study of HPG1860 in Subjects With NASH,"A Randomized, Double-blind, Placebo-controlled Parallel Group Phase 2a Study to Evaluate the Efficacy and Safety of HPG1860 in Subjects With Nonalcoholic Steatohepatitis",Recruiting,Phase 2,80,4,HPG1860|Placebo
NCT05343780,Natural Wellness Egypt,08-MAY-19,21-FEB-22,Interventional,,Clinical Trial to Investigate the Anti-oxidant Activity of Heptex in Patients With Apparent Risk Factors of NASH,"A Phase II, Randomized, Double Blind, Placebo-Controlled Clinical Trial to Investigate the Anti-oxidant Activity of Heptex in Patients With Apparent Risk Factors of Nonalcoholic Steatohepatitis (NASH)",Completed,Phase 2,142,3,Heptex|Rice bran
NCT04812262,"Neuraly, Inc.",24-FEB-21,31-DEC-22,Interventional,,A Phase 1 Study of DD01 in Overweight/Obese Subjects With T2DM and NAFLD,"A Phase 1, Randomized, Double-blind, Placebo-controlled, Single and Multiple Dose Study to Assess Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of DD01 in Overweight/Obese Subjects With T2DM and NAFLD",Recruiting,Phase 1,120,15,DD01|Placebo
NCT04766476,Bristol-Myers Squibb,24-FEB-21,12-AUG-21,Interventional,,"A Study to Evaluate the Safety, Tolerability, and Drug Levels of BMS-963272 in Participants With Nonalcoholic Fatty Liver Disease","A Multicenter, Randomized, Double-blind, Placebo-controlled Phase 1b Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of BMS-963272 in Participants With Nonalcoholic Fatty Liver Disease",Terminated,Phase 1,9,3,BMS-963272|Placebo matching BMS-963272
NCT04767529,"Akero Therapeutics, Inc",16-FEB-21,31-MAY-24,Interventional,,A Study of Efruxifermin in Non-Cirrhotic Subjects With Histologically Confirmed Nonalcoholic Steatohepatitis (NASH),"A Phase 2b, Randomized, Double-Blind, Placebo-Controlled Study Evaluating the Safety and Efficacy of Efruxifermin in Non-Cirrhotic Subjects With Nonalcoholic Steatohepatitis (NASH)","Active, not recruiting",Phase 2,128,3,EFX|Placebo
NCT04781933,Mativa-Tech SA,01-OCT-21,01-MAY-22,Interventional,,"Interest in ""Combo"" (a Combination of Dietary Supplements Including Probiotics) in NASH Improvement","Interest in ""Combo"" (a Combination of Dietary Supplements Including Probiotics) in NASH Improvement",Not yet recruiting,Not Applicable,60,2,Treatment with Combo|Treatment with placebo
NCT04807868,"Berg, LLC",22-APR-21,31-MAR-26,Observational [Patient Registry],,AdventHealth Research Institute Non-Alcoholic Fatty Liver Disease Biobank and Registry (AVAIL),AdventHealth Research Institute Non-Alcoholic Fatty Liver Disease Biobank and Registry (AVAIL),Recruiting,,1250,,Standard of care liver biopsy|Fibroscan|Biospecimen Collection
NCT04823676,"AB Biotics, SA",31-MAR-21,22-FEB-22,Interventional,,Efficacy and Safety of a Probiotic Composition as Adjunct in MAFL Management,Efficacy and Safety of a Probiotic Composition as Adjunct Treatment in the Comprehensive Management of Metabolism-Associated Hepatic Steatosis in Adults,Completed,Not Applicable,100,2,Probiotic composition|Placebo
NCT04822181,Novo Nordisk A/S,01-APR-21,26-MAY-28,Interventional,,Research Study on Whether Semaglutide Works in People With Non-alcoholic Steatohepatitis (NASH),The Effect of Semaglutide in Subjects With Non-cirrhotic Non-alcoholic Steatohepatitis,Recruiting,Phase 3,1200,2,Semaglutide|Placebo
NCT04841915,Arla Foods,15-MAR-21,31-JUL-23,Interventional,,A Randomized Controlled Trial of Effects of DAIry PROtein Products on Liver Disease Severity and Metabolism in Patients With Non-Alcoholic Fatty Liver Disease.,A Randomized Controlled Trial of Effects of DAIry PROtein Products on Liver Disease Severity and Metabolism in Patients With Non-Alcoholic Fatty Liver Disease.,Recruiting,Not Applicable,54,3,High-Protein Diet|Clinical dietician|Weight loss
NCT04849728,Inventiva Pharma,19-AUG-21,30-SEP-28,Interventional,,A Phase 3 Study Evaluating Long-term Efficacy and Safety of Lanifibranor in Adult Patients With (NASH) and Fibrosis 2 (F2)/Fibrosis 3 (F3) Stage of Liver Fibrosis,"A Randomised, Double-blind, Placebo-controlled, Multicentre, Phase 3 Study Evaluating Long-term Efficacy and Safety of Lanifibranor in Adult Patients With Non-cirrhotic Non-alcoholic Steatohepatitis (NASH) and Fibrosis 2 (F2)/Fibrosis 3 (F3) Stage of Liver Fibrosis",Recruiting,Phase 3,2000,3,IVA337|Placebo
NCT04857437,Pfizer,13-MAY-21,17-SEP-21,Interventional,,Study in Healthy Adults Evaluating PF-07202954,"A PHASE 1, 3-PART, SPONSOR OPEN STUDY OF PF-07202954 IN HEALTHY ADULTS: RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED TO ASSESS SAFETY, TOLERABILITY, AND PHARMACOKINETICS OF SINGLE (IN PART 1), AND REPEATED (IN PART 2), ESCALATING, ORAL DOSES ALONG WITH CONDITIONAL PART 3 OF RANDOMIZED, OPEN-LABEL ASSESSMENT OF EFFECT OF FOOD ON PF-07202954 EXPOSURE",Completed,Phase 1,12,3,PF-07202954 Repeat Dose|PF-07202954 Single Dose|Placebo
NCT04872777,Noom Inc.,08-JUN-21,10-FEB-22,Interventional,,Mobile Health Delivered Lifestyle Intervention Program in Patients With NASH,Mobile Health Delivered Lifestyle Intervention Program in Patients With Nonalcoholic Steatohepatitis: A Proof of Concept Study,Completed,Not Applicable,40,2,Noom Healthy Weight
NCT04874233,"Rivus Pharmaceuticals, Inc.",19-APR-21,15-DEC-21,Interventional,,Phase 2a Study of HU6 in Subjects With Elevated Liver Fat and High BMI Volunteers,"A 61-day Randomized, Double Blind, Placebo-controlled Trial to Assess the Safety and Efficacy of Three Doses of HU6 in Subjects With Elevated Liver Fat and High Body Mass Index (28 to 45 kg/m2)",Completed,Phase 2,80,4,HU6|Placebo
